Cake_Flavor,Flour_Quantity (g),Sugar_Content (g),Butter_Quantity (g),Egg_Count,Milk_Quantity (ml),Oven_Temperature (°C),Baking_Time (min),Mixing_Time (min),Cooling_Time (min),Decoration_Time (min),Oven_Type,Frosting_Type,Ingredient_Source,Production_Cost (₹),Temperature_Humidity (%),Ingredient_Quality_Score,Baker_Experience (years),Customer_Rating,Cake_Quality,Cake_Quality_Encoded
4,286.0,190.3,130.5,3,209.0,195.8,28.3,10.6,12.3,17.1,1,3,1,244.9,50.7,6.9,2.0,4.3,0,0
7,286.1,237.9,182.2,3,210.5,225.0,28.5,13.3,14.994355296790683,7.5,0,1,2,350.3,54.1,8.1,8.0,4.5,2,2
6,283.5,211.6,129.8,2,219.3,215.8,49.0,14.8,19.6,18.3,1,0,2,297.6,53.2,8.9,7.0,4.1,2,2
0,299.2,197.2,159.2,3,205.0,196.6,47.8,10.2,8.5,9.7,1,0,2,276.6,51.5,6.5,1.0,3.6,0,0
0,269.3,226.3,151.0,4,221.4,190.0,33.5,11.6,17.0,21.3,0,2,2,427.5,51.6,8.7,10.0,3.4,2,2
5,353.6,204.2,136.9,2,172.5,202.6,31.5,4.8,21.7,11.2,2,2,3,238.6,52.8,5.6,6.0,3.2,0,0
7,242.7,198.8984699992949,144.5,1,178.2,201.3,30.5,7.8,14.2,11.9,1,3,1,321.2,55.5,8.1,6.0,4.2,2,2
4,232.0,180.5,136.7,4,138.9,220.2,20.0,10.1,9.9,11.5,2,3,1,274.2,45.8,7.7,8.0,5.0,2,2
9,230.3,205.5,111.5,3,169.9,195.2,42.9,5.4,9.8,6.7,1,3,2,348.8,54.7,7.9,7.0,4.2,2,2
7,225.2,206.5,147.6,2,250.6,216.8,36.9,8.3,17.3,18.6,1,1,2,475.6,47.9,6.3,8.0,3.5,0,0
2,303.4,171.4,128.0,2,173.0,180.3,30.3,13.8,12.1,8.1,1,1,1,285.9,63.1,7.6,10.0,3.2,2,2
2,298.4,235.4,118.5,4,201.6,204.1,53.8,10.0,19.6,8.1,2,1,2,245.6,44.7,9.7,3.0,4.5,1,1
2,327.6,176.3,146.0,3,164.3,188.0,20.0,14.0,12.6,14.0,1,3,2,479.8,56.9,6.4,5.0,3.2,0,0
6,247.0,174.5,144.6,4,193.5,198.4,47.5,11.9,14.1,2.7,0,2,3,215.5,45.5,7.8,11.0,4.4,2,2
2,306.4,159.2,160.6,3,167.4,194.9,26.2,5.8,10.4,10.1,1,3,2,272.2,57.3,8.9,4.0,3.6,2,2
7,279.9,205.8,133.6,4,222.8,182.9,49.9,7.7,17.7,8.0,1,2,2,402.1,55.4,7.5,1.0,3.2,2,2
8,283.8,170.3,157.3,2,188.0,187.6,46.7,10.0,15.1,2.5,1,0,1,277.0,50.2,6.4,3.0,3.8,0,0
7,301.4,185.9,138.6,2,135.0,191.4,25.4,11.4,19.1,8.5,2,2,3,413.3,60.4,7.5,4.0,3.1,2,2
8,254.9,215.1,145.1,2,155.3,232.9,39.8,11.0,8.7,10.7,1,2,2,383.1,47.9,7.0,9.0,4.1,2,2
8,278.4,199.5,146.9,3,151.4,190.4,39.0,9.1,11.1,12.2,1,1,3,276.4,50.2,7.3,12.0,4.5,2,2
2,333.8,184.2,119.0,2,234.0,174.4,30.3,9.2,14.6,3.3,1,0,2,184.3,55.6,6.6,8.0,4.2,0,0
8,261.2,170.9,145.8,2,145.3,187.6,42.5,11.6,14.3,2.7,2,1,1,282.2,66.0,7.0,4.0,4.6,2,2
8,246.2,193.3,140.2,4,170.1,175.7,43.7,5.6,18.9,15.1,1,2,3,342.6,58.0,9.6,3.0,3.6,1,1
7,275.0,215.5,142.03971788134422,2,178.2,183.7,39.8,7.1,13.1,19.3,2,0,3,263.3,54.9,7.2,3.0,3.9,2,2
2,284.3,211.5,140.4,2,226.5,169.4,30.1,11.3,15.8,4.7,2,3,2,309.6,59.2,8.2,13.0,4.1,2,2
5,320.7,196.7,139.1,3,154.3,189.2,48.6,8.4,14.0,5.3,1,2,1,311.35,54.8,8.8,4.0,2.8,2,2
3,244.3,183.7,113.3,4,153.6,204.5,29.5,11.1,16.4,6.6,1,1,2,346.7,56.2,8.4,6.0,4.2,2,2
0,288.1,174.2,135.8,2,151.2,192.1,32.9,10.4,12.4,4.9,0,2,1,360.8,53.3,7.2,10.0,4.5,2,2
2,236.1,202.1,156.1,3,185.1,192.8,34.9,4.2,14.5,7.9,1,0,2,216.0,52.7,8.2,9.0,4.3,2,2
0,293.8,199.9,119.9,4,163.6,198.7,38.3,7.6,21.0,5.9,2,2,3,347.2,53.1,7.4,8.0,4.7,2,2
5,274.3,195.4,145.7,5,185.9,189.4,32.2,12.7,18.4,11.9,1,3,3,319.1,48.1,8.9,9.0,4.4,2,2
6,367.5,182.2,144.2,1,188.6,201.8,32.9,7.9,19.3,9.0,1,2,2,286.5,47.9,7.3,7.0,4.3,2,2
8,235.7,160.7,116.3,3,179.8,200.0,22.9,14.1,10.5,11.2,1,3,2,345.0,55.9,6.3,12.0,3.4,0,0
5,335.7,178.4,128.5,3,183.1,202.4,20.0,7.2,18.5,17.7,1,0,3,521.0,53.5,8.0,4.0,2.3,2,2
4,232.4,207.8,139.1,3,181.1,189.3,41.4,15.2,21.4,15.3,0,0,2,201.0,45.5,7.6,6.0,3.7,2,2
8,240.6,201.5,116.3,2,156.4,200.22282749675747,42.3,9.0,11.0,8.4,1,3,3,431.2,54.6,6.2,6.0,5.0,0,0
6,233.0,218.6,130.7,4,140.9,220.2,35.156114519427405,12.3,14.2,13.0,1,2,2,314.3,54.8,8.1,8.0,3.5,2,2
2,286.8,202.9,135.2,2,180.0,199.3,36.5,12.1,12.6,21.4,2,3,2,235.2,43.6,7.2,4.0,4.5,2,2
4,244.2,212.4,138.3,2,156.1,219.7,26.6,14.7,15.6,1.3,1,3,2,375.9,55.3,7.8,10.0,4.4,2,2
3,240.1,213.1,131.1,4,214.4,207.4,24.4,10.7,16.1,8.8,1,1,1,263.3,61.6,8.4,8.0,3.7,2,2
9,285.1,195.9,139.8,2,145.1,201.0,29.0,12.0,14.994355296790683,8.3,2,0,3,248.3,47.6,7.7,11.0,4.4,2,2
5,294.4,196.0,137.6,2,167.5,183.8,38.2,8.7,14.994355296790683,11.4,1,3,1,255.4,61.8,7.5,8.0,5.0,2,2
7,279.3,158.7,153.5,2,183.3,196.4,28.0,9.4,14.6,6.8,1,1,3,285.8,53.1,6.6,9.0,3.8,0,0
8,272.5,183.7,156.9,2,227.1,216.2,41.7,8.3,23.8,13.5,2,3,2,215.8,55.5,7.2,3.0,3.7,2,2
8,361.0,184.4,147.2,4,166.5,192.4,39.6,8.6,13.2,19.6,1,1,2,217.9,53.0,9.8,8.0,3.2,1,1
2,283.0,193.3,142.8,2,184.3,199.5,38.1,3.0,14.994355296790683,2.1,2,2,2,198.0,52.1,8.2,4.0,5.0,2,2
9,309.0,179.5,116.6,4,199.9,183.3,22.7,9.5,16.9,9.6,2,2,1,286.3,49.4,7.4,5.0,3.9,2,2
2,282.9,217.8,140.4,2,205.6,204.4,44.8,10.0,15.5,8.1,1,2,1,261.7,57.2,5.7,1.0,4.4,0,0
4,246.0,180.2,164.4,2,190.6,206.1,54.3,5.3,14.994355296790683,10.1,1,3,1,228.3,54.7,8.7,5.0,4.4,2,2
5,298.3,222.5,116.1,2,254.7,198.7,26.4,12.9,14.994355296790683,4.1,1,0,1,301.3,44.7,8.6,12.0,3.7,2,2
7,257.6,179.0,119.1,2,166.4,202.1,31.1,7.6,17.2,8.6,0,2,2,388.1,58.5,7.2,7.0,4.3,2,2
2,274.9,184.5,176.2,5,250.5,203.2,26.0,10.1,10.9,13.6,1,1,2,188.1,49.9,7.6,12.0,3.4,2,2
9,288.8,183.3,117.2,1,202.7,195.9,36.9,12.3,13.0,10.3,1,1,2,433.1,54.8,6.7,3.0,3.3,0,0
0,227.7,186.3,136.3,2,186.4,196.9,39.3,8.8,11.4,16.0,2,0,1,323.0,58.8,7.3,4.0,4.6,2,2
6,234.4,224.8,129.0,2,189.1,193.7,34.4,10.4,8.8,15.0,2,3,2,337.7,50.8,7.8,1.0,4.5,2,2
2,313.6,189.2,174.2,2,212.8,223.9,44.4,10.1,14.994355296790683,8.0,0,3,3,435.0,49.0,7.4,14.0,1.8,2,2
2,257.4,189.7,144.2,3,157.7,190.6,46.4,10.7,19.8,11.1,2,1,2,383.7,53.2,8.7,1.0,3.6,2,2
2,258.7,182.3,155.6,4,183.0,219.4,24.0,10.4,14.4,3.2,0,3,2,251.4,58.2,7.9,10.0,3.9,2,2
8,283.7,190.5,139.3,1,170.8,196.9,36.5,9.6,14.1,8.5,1,3,1,255.4,51.9,7.1,10.0,4.8,2,2
0,265.5,200.0,139.1,3,243.8,186.3,38.3,7.2,12.9,17.8,1,0,1,371.9,57.4,9.1,2.0,4.0,1,1
2,293.1,191.3,126.2,2,159.5,190.0,37.4,13.7,8.3,7.2,2,1,3,308.8,46.0,10.0,1.0,4.9,1,1
6,276.2,192.5,145.1,3,178.2,188.2,32.3,10.4,14.8,10.4,1,1,1,241.7,53.1,5.0,11.0,3.5,0,0
9,284.9,198.8984699992949,168.7,3,165.0,190.4,37.5,8.8,14.0,4.9,2,1,2,320.9,62.8,9.3,12.0,4.2,1,1
3,256.3,201.2,176.0,4,142.1,181.8,22.9,5.7,20.8,4.3,2,0,3,330.3,48.9,7.0,5.0,5.0,2,2
3,284.7,176.4,133.5,4,153.9,187.5,46.9,13.1,8.8,15.8,1,1,1,401.1,45.1,7.1,4.0,5.0,2,2
0,322.6,193.8,112.4,4,154.4,169.0,32.8,6.9,7.3,9.4,1,1,3,287.9,49.4,8.9,10.0,2.8,2,2
3,260.1,185.6,131.6,4,246.7,200.0,30.4,11.4,11.9,10.1,1,0,1,257.0,55.7,6.3,2.0,3.4,0,0
4,313.8,207.0,139.1,3,143.1,190.0,21.8,9.4,14.994355296790683,5.8,2,2,2,295.0,49.2,5.5,7.0,4.1,0,0
4,276.2,197.6,126.0,1,189.1,194.9,48.9,12.0,22.8,9.0,2,2,3,271.4,49.7,4.9,3.0,4.6,3,3
9,305.9,223.4,144.0,5,237.0,186.5,50.9,14.7,13.9,9.6,1,1,2,379.1,50.0,7.2,14.0,4.2,2,2
7,282.4,182.3,132.8,3,178.2,223.9,36.1,7.0,10.5,4.6,1,1,2,268.1,52.9,7.6,2.0,3.2,2,2
2,276.8,191.7,136.9,3,174.8,174.5,24.3,6.6,15.3,14.8,1,3,2,311.35,53.5,7.3,4.0,2.4,2,2
7,290.5,177.6,170.4,2,181.9,215.0,32.6,11.2,17.7,8.7,1,2,3,282.1,59.9,6.8,5.0,3.5,0,0
6,327.9,194.6,143.2,2,147.0,177.7,33.8,13.6,10.7,7.2,2,0,1,261.0,57.8,9.0,8.0,4.8,1,1
2,286.3,171.5,139.1,3,166.8,187.5,28.9,9.1,11.9,5.3,1,2,2,288.4,57.2,7.0,9.0,4.6,2,2
7,295.5,202.3,160.5,2,178.2,204.3,35.156114519427405,10.0,18.8,9.0,1,3,3,311.35,56.5,6.4,10.0,3.8,0,0
5,266.0,194.4,140.7,4,210.0,238.1,41.0,5.8,12.4,7.5,2,2,1,363.2,52.3,9.0,10.0,4.3,1,1
9,346.4,198.7,136.5,2,224.9,211.9,35.156114519427405,13.1,9.9,10.9,2,1,2,385.5,55.1,8.8,11.0,4.0,2,2
6,302.0,213.7,144.8,2,201.0,168.1,22.3,10.2,16.3,17.1,1,0,1,283.5,60.9,8.3,13.0,4.3,2,2
3,280.6,200.2,120.1,2,218.4,204.0,31.3,13.0,13.6,12.8,1,1,2,230.2,59.0,6.7,3.0,4.3,0,0
8,273.8,174.7,122.2,3,178.2,186.7,32.1,10.9,13.7,10.4,1,3,2,230.9,48.0,6.6,3.0,4.0,0,0
0,316.7,185.3,154.7,3,164.7,198.7,32.0,9.5,17.5,8.2,2,1,1,273.2,52.3,8.5,5.0,3.2,2,2
6,259.0,193.9,158.9,1,204.6,203.4,46.5,13.1,17.5,13.7,2,1,3,375.4,53.9,9.7,11.0,3.8,1,1
9,230.8,189.2,119.1,2,158.4,215.3,33.5,10.5,11.4,4.9,1,1,2,231.5,46.1,7.8,8.0,3.7,2,2
2,280.4,191.5,157.3,1,129.8,185.9,39.1,6.1,10.1,7.6,1,1,1,255.3,49.1,6.9,10.0,3.5,0,0
3,326.7,239.4,135.1,3,187.1,185.1,48.0,12.6,16.6,9.2,2,1,3,273.0,54.4,8.1,2.0,5.0,2,2
2,347.5,197.5,125.0,3,182.3,197.5,34.8,14.2,16.3,6.4,1,3,1,311.35,43.9,6.2,6.0,3.7,0,0
2,274.3,203.7,132.7,2,175.9,187.4,35.0,7.8,11.8,9.2,0,0,3,429.5,50.7,6.7,6.0,3.3,0,0
8,279.4,166.4,158.1,3,159.8,203.7,36.0,9.8,11.5,1.4,1,0,1,248.9,53.1,9.0,9.0,2.9,1,1
2,297.1,212.6,142.03971788134422,2,182.7,191.6,47.5,16.0,19.7,11.1,1,1,3,281.9,58.5,8.5,12.0,4.5,2,2
7,269.3,196.7,144.1,2,192.7,197.9,35.156114519427405,9.0,12.9,10.284815218873584,1,2,3,266.2,59.2,9.2,7.0,3.8,1,1
2,297.0,230.1,145.8,2,178.2,215.6,35.8,6.9,13.0,11.8,1,3,2,360.3,51.0,8.4,8.0,3.6,2,2
2,275.1,187.3,121.2,3,196.8,198.8,45.5,8.2,20.0,10.8,1,2,2,445.7,47.8,8.0,11.0,3.8,2,2
2,318.2,198.8984699992949,149.6,4,198.7,194.2,45.2,9.1,14.994355296790683,4.2,1,1,2,250.1,47.7,7.5,1.0,3.8,2,2
2,305.5,196.0,130.4,3,156.9,188.0,45.5,13.4,11.1,5.5,0,2,2,236.0,63.2,5.8,10.0,3.6,0,0
0,309.2,202.0,139.1,1,151.9,190.5,41.3,8.7,17.4,6.0,1,2,1,264.7,56.9,8.0,6.0,4.3,2,2
4,271.1,190.3,131.7,2,151.2,210.5,35.5,12.3,22.0,4.6,1,1,1,454.9,42.4,7.6,7.0,3.5,2,2
7,366.8,189.9,139.1,1,169.3,196.1,47.9,11.1,21.6,12.7,1,1,1,347.7,66.1,8.6,2.0,4.4,2,2
3,295.7,164.1,135.3,5,180.2,184.8,35.156114519427405,10.2,14.9,7.2,1,1,3,253.7,57.3,8.5,4.0,3.6,2,2
2,286.7,213.7,136.5,1,185.4,192.3,30.2,10.1,19.8,7.7,1,0,2,452.7,53.0,6.0,6.0,4.1,0,0
7,254.7,189.8,133.0,1,155.2,212.9,44.7,3.2,11.3,21.7,2,3,3,287.0,55.5,7.6,9.0,5.0,2,2
2,274.7,191.8,119.8,2,126.4,193.4,26.1,11.5,11.4,7.2,2,3,1,301.7,50.7,8.6,12.0,4.8,2,2
6,281.9,201.2,170.8,3,165.7,168.2,51.2,13.5,15.6,13.7,2,3,3,311.35,54.9,5.5,14.0,5.0,0,0
7,254.0,187.7,140.1,2,212.7,214.4,25.6,8.2,16.0,12.6,1,2,1,538.1,50.3,7.5,3.0,4.0,2,2
6,268.4,201.0,151.5,1,167.0,194.5,43.2,13.6,16.5,15.6,1,1,2,333.3,55.4,7.8,4.0,3.5,2,2
8,272.4,225.6,180.5,4,176.0,212.2,24.8,8.8,14.3,10.5,2,2,3,351.3,46.2,5.4,3.0,4.4,0,0
6,279.9,204.2,135.8,4,138.0,192.1,42.0,9.8,16.2,12.9,2,3,2,312.8,51.9,7.1,10.0,3.9,2,2
6,231.2,192.5,136.5,2,182.3,206.3,27.5,10.8,13.2,4.5,1,3,3,331.3,59.0,8.3,8.0,3.7,2,2
3,273.4,193.0,141.0,3,192.2,208.0,41.3,14.1,12.5,8.6,1,3,3,196.0,51.5,6.0,11.0,3.2,0,0
7,265.8,199.6,119.5,2,161.6,187.6,35.4,4.3,15.6,11.3,0,0,3,278.5,52.7,8.5,8.0,3.4,2,2
7,277.2,180.9,114.1,3,213.9,180.3,38.9,12.1,15.1,21.1,1,2,1,353.7,47.8,8.9,11.0,4.2,2,2
0,319.3,199.8,117.2,4,224.2,182.5,40.0,10.9,13.5,8.9,1,0,2,260.4,60.1,8.4,2.0,4.6,2,2
6,278.4,211.0,168.2,2,178.2,201.6,42.3,11.8,17.6,10.7,1,2,2,242.4,50.5,8.1,15.0,3.6,2,2
2,303.6,197.3,132.5,4,152.5,195.9,35.6,9.7,21.1,9.5,2,3,2,411.6,56.3,7.1,11.0,3.1,2,2
7,242.7,187.5,155.4,4,187.8,198.0,35.7,9.1,18.2,20.2,2,1,1,190.8,47.9,9.2,3.0,3.7,1,1
9,266.7,190.0,133.6,5,146.5,205.4,33.8,16.2,16.5,13.8,1,2,2,312.0,45.5,8.9,4.0,4.1,2,2
7,300.2,210.2,116.4,3,199.4,193.3,32.5,8.1,11.2,11.3,1,2,1,228.6,52.5,5.0,14.0,4.7,0,0
2,295.7,177.1,157.5,2,194.9,191.5,44.9,10.1,14.1,6.7,1,0,2,466.4,52.5,7.1,7.0,3.6,2,2
3,317.1,181.2,124.3,2,131.7,186.5,36.7,16.2,18.8,11.9,2,0,2,282.6,45.5,7.6,9.0,3.8,2,2
8,274.7,170.7,150.4,3,187.3,204.5,32.9,12.9,13.9,12.8,1,3,2,245.9,50.4,8.7,7.0,3.5,2,2
5,266.2,196.2,159.0,2,172.1,231.8,42.7,5.0,14.8,8.5,1,1,1,354.1,53.3,7.9,6.0,3.7,2,2
0,356.6,215.7,137.4,2,146.5,190.8,40.9,6.6,16.6,4.6,1,0,2,464.9,51.8,7.8,2.0,3.9,2,2
3,279.9,229.6,142.03971788134422,4,169.4,205.8,45.3,13.0,19.9,4.5,1,2,2,245.3,52.5,8.7,4.0,4.1,2,2
2,248.0,236.9,118.0,3,178.2,223.1,28.9,10.3,12.8,5.2,0,0,3,216.9,49.8,8.0,7.0,4.0,2,2
7,341.2,183.1,139.1,2,198.2,188.4,25.2,17.7,18.8,12.5,1,1,3,279.8,48.8,9.3,6.0,4.5,1,1
6,236.8,200.7,147.2,3,155.0,233.2,36.1,10.6,17.2,18.2,1,1,1,357.6,50.0,8.2,4.0,4.3,2,2
4,204.1,187.9,155.3,3,168.3,185.1,20.8,12.3,12.6,16.6,1,3,2,269.4,51.5,9.8,6.0,4.1,1,1
2,307.4,240.3,159.3,4,131.6,207.7,33.5,11.2,14.994355296790683,14.6,0,3,3,460.5,48.7,8.2,7.0,4.8,2,2
1,313.6,228.7,135.7,1,148.9,182.9,30.3,13.9,9.0,14.1,1,3,2,327.3,57.8,6.3,7.0,3.5,0,0
5,293.0,199.0,139.7,3,248.0,207.2,29.7,16.5,15.7,11.6,1,1,3,281.3,47.0,8.1,13.0,3.3,2,2
7,241.2,184.3,163.5,4,211.9,188.7,20.0,11.0,17.0,11.2,1,0,1,276.6,55.4,8.1,4.0,4.9,2,2
7,275.9,155.2,131.8,2,193.7,170.5,37.8,14.8,22.5,7.7,0,0,2,387.4,51.2,7.7,8.0,3.9,2,2
2,268.8,172.8,146.1,3,191.5,224.7,36.4,12.3,17.1,10.5,1,2,1,253.8,61.5,8.0,7.0,3.5,2,2
4,261.0,168.0,147.8,2,234.5,201.6,34.1,10.9,13.4,12.7,1,0,1,220.9,61.3,6.8,8.0,3.3,0,0
1,337.9,172.6,126.4,2,189.0,190.3,42.7,10.2,6.3,9.8,2,1,1,274.5,63.2,8.4,8.0,4.1,2,2
7,247.3,196.7,147.3,4,169.6,194.7,36.2,6.3,17.6,10.284815218873584,2,3,3,333.2,58.6,6.6,9.0,3.8,0,0
1,289.2,174.5,115.3,2,175.4,195.3,36.3,15.4,12.2,6.0,1,2,2,241.3,50.9,7.1,3.0,4.8,2,2
4,326.9,177.6,158.9,3,170.3,192.9,40.8,10.4,17.2,11.2,2,2,2,205.4,50.9,6.6,15.0,2.9,0,0
9,291.7,179.6,178.9,1,169.9,192.4,36.7,7.1,9.6,9.1,2,3,3,342.4,62.1,7.0,7.0,3.5,2,2
0,329.2,196.7,158.6,2,248.7,196.1,33.3,8.5,17.7,14.1,1,1,2,275.7,49.2,7.7,9.0,5.0,2,2
5,298.9,194.2,176.4,2,149.5,239.1,32.1,6.8,22.1,5.9,2,2,3,293.8,58.1,8.7,2.0,4.6,2,2
6,293.6,219.4,126.0,3,163.4,170.7,26.0,11.8,17.8,11.6,1,0,2,388.2,52.9,7.5,5.0,4.7,2,2
2,291.2,199.1,134.2,3,133.6,173.2,34.5,14.5,14.994355296790683,16.2,1,1,3,324.1,50.5,7.0,4.0,3.7,2,2
0,300.9,166.7,140.6,2,215.9,205.8,43.7,8.1,14.7,9.9,0,3,3,232.0,54.1,5.4,10.0,4.5,0,0
2,265.5,236.3,140.7,3,189.8,168.1,38.3,6.7,20.9,9.1,1,0,2,198.9,47.5,5.9,2.0,4.7,0,0
4,241.2,204.1,130.7,2,250.9,190.8,31.3,3.6,17.0,15.1,2,0,3,358.3,52.2,8.6,11.0,4.7,2,2
9,315.6,193.1,124.0,4,159.8,187.0,41.5,6.8,17.7,3.7,1,0,2,381.9,46.7,7.6,6.0,4.7,2,2
2,325.3,244.4,184.6,1,155.8,197.7,38.3,6.5,10.9,8.2,2,0,3,348.5,49.4,7.9,10.0,3.8,2,2
7,286.9,188.9,125.0,4,147.0,189.1,30.8,15.6,8.9,2.3,1,0,1,363.0,51.7,6.4,2.0,2.8,0,0
5,260.7,192.6,182.0,3,193.8,196.0,45.8,5.5,17.0,9.6,2,3,3,293.3,59.2,5.7,1.0,5.0,0,0
6,235.5,188.9,148.4,4,167.7,187.1,24.8,11.6,9.9,15.2,1,2,1,453.5,57.1,8.1,5.0,3.6,2,2
7,280.9,221.8,142.2,4,188.3,181.2,34.8,11.2,9.3,9.6,2,2,1,318.4,48.0,9.4,5.0,3.9,1,1
6,240.1,214.4,149.5,3,165.6,194.2,28.4,9.7,8.8,4.3,1,3,1,267.6,57.1,6.3,2.0,3.5,0,0
7,237.0,201.4,177.3,2,235.6,206.9,43.4,8.8,22.3,15.3,1,3,1,469.3,45.6,5.1,9.0,4.0,0,0
2,277.2,177.8,107.9,3,227.3,209.1,25.6,15.4,12.1,11.7,1,3,2,325.5,54.7,9.3,8.0,2.8,1,1
2,254.7,188.5,145.4,4,181.1,201.2,27.6,11.1,12.4,6.4,1,0,3,299.9,41.3,6.4,8.0,3.4,0,0
2,290.3,198.8984699992949,141.1,3,217.7,222.1,52.6,5.9,18.0,14.4,1,3,2,263.0,50.2,9.4,10.0,4.6,1,1
4,272.6,224.3,141.8,3,174.2,199.7,35.6,9.0,13.3,12.0,1,0,2,391.5,52.2,8.8,7.0,4.0,2,2
1,259.0,171.1,159.5,2,176.8,212.8,40.9,9.7,9.6,18.1,1,2,2,380.0,60.8,8.9,1.0,3.7,2,2
5,232.4,238.4,128.1,4,127.6,194.2,35.1,8.0,24.3,9.5,2,2,2,266.6,66.4,6.6,3.0,3.2,0,0
5,252.3,228.2,121.0,2,195.7,206.0,32.4,10.2,18.7,14.0,2,0,1,382.1,48.7,7.3,3.0,2.8,2,2
2,253.2,179.7,118.4,2,179.0,238.3,35.156114519427405,12.5,17.6,0.4,0,0,1,483.7,66.2,8.4,1.0,3.7,2,2
6,243.0,187.7,124.0,1,210.4,201.2,35.156114519427405,10.5,12.0,4.2,1,3,3,332.5,52.0,8.3,4.0,3.9,2,2
2,267.2,182.8,153.0,4,203.6,220.4,29.8,12.0,16.8,8.3,1,3,1,340.0,45.3,7.1,13.0,3.9,2,2
6,244.8,204.8,148.6,3,156.9,198.4,41.8,11.7,11.4,11.6,1,3,1,261.2,44.6,8.3,10.0,4.3,2,2
3,272.5,232.2,158.0,2,172.3,181.2,43.9,12.3,12.9,9.0,1,1,2,249.5,54.8,8.4,7.0,3.5,2,2
2,286.4,225.0,130.4,3,164.1,200.8,40.9,14.5,16.0,7.9,1,0,2,228.5,56.1,7.7,10.0,2.9,2,2
8,253.0,187.4,131.1,2,217.3,207.3,41.1,7.7,11.8,9.7,2,0,2,280.7,59.4,7.3,12.0,3.9,2,2
9,293.4,227.2,181.9,2,242.3,213.3,37.3,4.9,20.3,13.4,1,2,2,273.5,50.5,9.7,1.0,3.2,1,1
7,239.8,224.6,161.7,4,207.0,188.4,41.2,12.0,17.5,8.4,2,0,2,272.0,53.6,5.3,10.0,3.6,0,0
2,245.7,198.8984699992949,154.6,2,178.2,198.7,28.3,16.2,16.9,9.3,0,3,1,311.35,50.8,6.3,11.0,4.1,0,0
7,274.1,195.3,114.1,1,196.3,217.9,38.4,10.4,9.8,12.1,2,2,1,252.0,57.8,9.0,7.0,4.1,1,1
2,303.9,236.6,139.1,2,151.4,221.7,35.7,6.8,17.6,20.3,1,0,2,200.7,63.2,7.8,4.0,3.6,2,2
7,311.7,221.3,136.5,3,142.2,213.9,29.7,11.4,13.0,7.9,2,3,2,357.2,60.0,7.2,2.0,4.3,2,2
7,348.6,226.3,141.6,2,152.7,186.3,49.6,5.1,16.6,16.7,2,2,2,432.1,52.5,7.9,5.0,4.9,2,2
7,265.8,198.8984699992949,147.4,4,164.8,192.0,37.4,10.4,13.1,6.3,0,0,2,274.8,55.2,6.6,3.0,4.4,0,0
0,273.7,207.6,141.4,4,158.8,207.9,28.2,4.3,11.3,12.8,1,1,2,312.6,53.7,8.2,7.0,3.9,2,2
3,247.6,202.4,135.1,2,180.0,174.9,34.1,8.2,19.0,4.9,1,3,3,233.0,46.8,7.6,3.0,5.0,2,2
7,242.3,230.5,141.0,2,172.7,191.2,37.3,16.7,14.994355296790683,14.3,1,3,2,335.2,50.0,8.3,8.0,5.0,2,2
9,286.0,196.7,151.7,3,180.7,190.8,44.2,6.2,13.5,12.4,1,3,3,217.0,62.0,6.9,2.0,3.7,0,0
7,254.3,184.4,157.1,4,178.2,208.6,40.0,11.4,6.9,15.6,0,2,1,513.1,60.2,8.0,8.0,3.4,2,2
4,328.8,191.5,167.5,2,210.2,184.3,37.7,11.9,20.6,4.7,2,1,2,539.1,52.9,7.8,4.0,5.0,2,2
6,237.6,178.2,121.7,2,187.2,239.7,38.8,7.0,14.994355296790683,9.3,1,1,1,259.9,49.6,7.2,9.0,5.0,2,2
5,295.8,202.8,129.1,5,218.1,198.7,34.3,14.9,18.8,6.7,1,1,1,407.0,50.0,8.8,5.0,3.7,2,2
2,248.3,216.5,157.2,2,155.5,205.5,34.9,8.3,14.7,7.5,1,2,2,404.0,56.9,7.9,1.0,3.1,2,2
5,253.1,179.2,116.5,1,154.4,221.4,45.2,10.1,7.5,3.4,0,2,1,351.1,60.6,7.0,9.0,3.7,2,2
7,297.9,223.5,141.3,4,211.9,206.7,52.3,9.8,19.8,7.0,2,3,2,178.5,50.5,7.5,3.0,5.0,2,2
1,257.1,187.0,125.7,3,178.3,190.3,50.0,12.3,15.5,13.0,1,3,1,246.5,45.3,7.2,7.0,3.0,2,2
3,261.6,185.6,149.7,1,182.3,185.0,26.3,17.6,11.8,9.3,1,2,2,402.9,54.4,7.9,1.0,3.5,2,2
2,253.3,223.4,124.9,1,147.5,203.9,29.3,7.3,23.2,18.5,1,2,2,335.1,48.9,10.0,7.0,3.6,1,1
5,358.4,184.2,132.0,1,164.2,188.4,32.1,11.1,12.6,10.7,0,0,1,428.9,49.4,7.5,8.0,3.5,2,2
2,258.7,198.8984699992949,133.1,2,166.0,216.6,38.3,13.6,11.7,14.5,1,3,1,332.8,56.8,9.8,12.0,3.5,1,1
7,279.7,212.6,143.0,4,164.0,188.9,24.8,6.9,5.5,6.8,2,3,2,219.1,53.3,9.5,2.0,5.0,1,1
3,271.2,192.9,160.0,3,178.2,201.9,30.6,9.0,16.1,2.2,0,0,2,277.0,50.7,7.4,5.0,5.0,2,2
5,285.7,225.4,162.0,3,178.2,186.1,38.5,12.7,15.4,11.6,2,3,2,390.9,45.6,7.5,6.0,3.8,2,2
